Time,v_vehicle,n_engine
489.42 sec,81.3923947875423,1037.27512315527
489.5 sec,81.3891834378887,1037.23423490801
489.59 sec,81.3843958717623,1037.17327772662
489.73 sec,81.3763239734897,1037.07050310267
490 sec,81.3573451627223,1036.82885858561
490.67 sec,81.2890695314744,1035.95954794036
490.72 sec,81.286169668307,1035.92262683366
490.78 sec,81.2830486156862,1035.88288781072
490.84 sec,81.279242896412,1035.83443205938
490.91 sec,81.2739573268118,1035.76713418368
491 sec,81.2677004175745,1035.68746876433
491.16 sec,81.2546345109707,1035.52110867583
491.2 sec,81.2552706573635,1035.52920754701
491.25 sec,81.2557473020864,1035.53527636936
491.29 sec,81.2561271410435,1035.5401130565
491.35 sec,81.2563997199144,1035.54358338933
491.43 sec,81.2564261686371,1035.54392025297
491.54 sec,81.2558168709414,1035.53616240932
491.73 sec,81.2530465108851,1035.50088969498
492 sec,81.2453376895995,1035.40273632398
492.52 sec,81.2180923895199,1035.05583801996
492.61 sec,81.2140609831237,1035.00450905858
492.7 sec,81.2095487806121,1034.94705766946
492.82 sec,81.202909631775,1034.86252535336
493 sec,81.1913199380191,1034.71496048805
493.65 sec,81.136035885926,1034.01105486094
493.71 sec,81.133854567935,1033.98328204697
493.76 sec,81.1315003183515,1033.95330717566
493.83 sec,81.1285708498161,1033.91600808154
493.92 sec,81.124298351518,1033.86160902447
494 sec,81.1200701427108,1033.80777387958
494.22 sec,81.1076665262648,1033.64984537372
494.26 sec,81.1083200989012,1033.65816835957
494.31 sec,81.1088669318281,1033.66513112231
494.36 sec,81.1094278133363,1033.67227202236
494.43 sec,81.1100133625677,1033.67972733555
494.53 sec,81.1105759071443,1033.68688996836
494.69 sec,81.1108746949167,1033.69069402244
495 sec,81.1094509477132,1033.67256142943
495.5 sec,81.1023732235994,1033.58244249741
495.5 sec,81.1023732235993,1033.58244249741
495.5 sec,81.1023732235993,1033.58244249741
495.62 sec,81.1020018711871,1033.57771670971
495.71 sec,81.1015385974693,1033.57181808097
495.8 sec,81.100997778623,1033.56491716323
495.8 sec,81.100997778623,1033.56491716323
495.98 sec,81.0995824427784,1033.54689638156
496 sec,81.0993667584216,1033.54415020374
496.12 sec,81.0982058307106,1033.52936872152
496.24 sec,81.0982885514036,1033.53042300568
496.36 sec,81.0982587962389,1033.53004415976
496.6 sec,81.0980172619586,1033.52696782346
497 sec,81.0974422371299,1033.51964446064
497.88 sec,81.0961393121638,1033.5030404021
498 sec,81.0959016278663,1033.50001409857
498.19 sec,81.0952138452598,1033.49125694219
498.68 sec,81.0916287771082,1033.44560947737
499 sec,81.0865832236847,1033.38136749116
499.53 sec,81.0725119869949,1033.20220671458
499.68 sec,81.0689659425246,1033.15705853248
499.82 sec,81.0648650293369,1033.10484412421
500 sec,81.058923876939,1033.02919886368
500.84 sec,81.0192902113805,1032.52456907358
500.91 sec,81.0171760251427,1032.49764852209
500.98 sec,81.0148589968022,1032.46814724345
501 sec,81.0140045656239,1032.45726828208
501.12 sec,81.0095678812983,1032.40077867812
501.16 sec,81.0099895887322,1032.4061478803
501.16 sec,81.0099895887322,1032.4061478803
501.22 sec,81.0103485912984,1032.41071962488
501.27 sec,81.0105681905928,1032.41351562781
501.36 sec,81.0106468712296,1032.41451746263
501.44 sec,81.0104055067391,1032.41145637906
501.44 sec,81.0104055067391,1032.41145637906
501.58 sec,81.0093358338005,1032.39783686507
501.72 sec,81.0073892889488,1032.37305271167
502 sec,81.0003360095613,1032.28324797001
502.56 sec,80.9735401653951,1031.94208459555
502.67 sec,80.9672861750384,1031.86245540287
502.79 sec,80.9601498552516,1031.7715929843
503 sec,80.9454763129148,1031.58476320133
503.61 sec,80.8872020402395,1030.84279927705
503.7 sec,80.8789953772704,1030.73830519869
503.79 sec,80.8703472830732,1030.62819409133
503.92 sec,80.8570749084723,1030.45920484094
504 sec,80.8490363555173,1030.35685482369
504.38 sec,80.8056243275046,1029.80411750356
505 sec,80.7284460276354,1028.82146417774
506 sec,80.5939343834961,1027.10883163061
507 sec,80.4424131060092,1025.17960066903
508 sec,80.2866319002928,1023.19613266061
509 sec,80.1461857097999,1021.40791606094
510 sec,80.0145864968754,1019.73234250641
511 sec,79.8794715834406,1018.01200571118
512 sec,79.7340090464376,1016.15991852822
513 sec,79.575385569015,1014.14026233257
514 sec,79.4085810604056,1012.01644282311
515 sec,79.2272831213682,1009.70808612134
516 sec,79.021532253684,1007.08838642369
517 sec,78.793458467131,1004.18445801601
518 sec,78.54391249025,1001.00714179201
518.58 sec,78.3883161543914,999.026027903957
519 sec,78.2735833764932,997.565203269641
519.39 sec,78.1658319071553,996.193268464888
520 sec,77.9972164541712,994.046390294848
521 sec,77.7313027810658,990.660672096408
522 sec,77.4857503273425,987.534201934863
523 sec,77.2847869412669,984.975454643613
524 sec,77.1465024802939,983.214766395531
525 sec,77.074873193713,982.302755603829
526 sec,77.0725327465452,982.272959402871
527 sec,77.1443761551202,983.187701308015
528 sec,77.2971306848242,985.132629357473
529 sec,77.5312585630467,988.113646383076
530 sec,77.8437519948239,992.092450097599
530.47 sec,78.0188129672083,994.321351051975
530.47 sec,78.0188129672112,994.321351052011
531 sec,78.2390598269239,997.125622452649
531.12 sec,78.2922643357754,997.803019825601
531.12 sec,78.2922643357787,997.803019825643
531.65 sec,78.5431028138037,1000.99679338874
532 sec,78.721175926739,1003.26409008649
532.37 sec,78.9182655756857,1005.77351223452
533 sec,79.2735144079437,1010.29668181829
534 sec,79.8857897135172,1018.09241317617
535 sec,80.5551734027008,1026.61526198001
536 sec,81.2677016099479,1035.68744530292
537 sec,82.0062887055147,1045.09142743246
537.04 sec,82.0237370714406,1045.31358515012
537.08 sec,82.0160902067196,1045.21622224258
537.12 sec,82.0090050677731,1045.12601143589
537.17 sec,82.0009262811643,1045.02314912449
537.23 sec,81.9913031625442,1044.90062379448
537.29 sec,81.9809521516456,1044.76883059535
537.36 sec,81.9690949289364,1044.61785962069
537.43 sec,81.9556762871305,1044.44700838468
537.51 sec,81.9414264441648,1044.26557370299
537.6 sec,81.9258898001933,1044.06775512651
537.7 sec,81.9087063733015,1043.84896862308
537.81 sec,81.8893623746195,1043.60267316888
537.93 sec,81.8672341369506,1043.32092764743
538 sec,81.8546531599612,1043.16074170697
538.1 sec,81.836161968587,1042.92530352631
538.1 sec,81.8361619685857,1042.92530352629
538.27 sec,81.8073737799523,1042.55876108929
538.43 sec,81.7788028678929,1042.19498477442
538.7 sec,81.7311331664043,1041.58803477387
538.9 sec,81.6979524091412,1041.16556331262
538.9 sec,81.69795240914,1041.1655633126
538.91 sec,81.6965199289208,1041.14732444728
538.91 sec,81.6965199289196,1041.14732444726
538.92 sec,81.6950881189109,1041.12909407603
538.92 sec,81.6936569343288,1041.11087166797
538.94 sec,81.6907964746643,1041.07445116441
538.96 sec,81.6883237234147,1041.04296716069
538.96 sec,81.6883237234134,1041.04296716068
538.99 sec,81.6826155085964,1040.97028791177
539 sec,81.6806908187969,1040.94578199996
539.04 sec,81.6730789466888,1040.84886462677
539.06 sec,81.6724942525162,1040.84141952967
539.06 sec,81.672494252516,1040.84141952967
539.09 sec,81.6716422072363,1040.83057045429
539.09 sec,81.671642207236,1040.83057045429
539.11 sec,81.6707830678503,1040.81963154509
539.14 sec,81.6699257079954,1040.80871530862
539.19 sec,81.668229216887,1040.78711491
539.26 sec,81.6659807566016,1040.75848661408
539.27 sec,81.6657485669291,1040.75553025437
539.27 sec,81.6657485669288,1040.75553025437
539.35 sec,81.6631505722397,1040.72245152914
539.44 sec,81.6606311482335,1040.69037322638
539.57 sec,81.6567782059726,1040.64131604431
539.75 sec,81.6518473952828,1040.57853501673
540 sec,81.6458021948289,1040.50156513368
540.53 sec,81.6358366481722,1040.37467964218
540.63 sec,81.6383350913166,1040.40649057303
540.72 sec,81.6409848621247,1040.44022848922
540.83 sec,81.6443788793847,1040.48344246948
540.98 sec,81.6494426276169,1040.54791611359
541 sec,81.649983908976,1040.55480792189
541.08 sec,81.652777866975,1040.59038170037
541.34 sec,81.6622637127976,1040.71115866655
541.6 sec,81.6736883464317,1040.85662148473
542 sec,81.6954826580709,1041.13411525455
543 sec,81.7754929479878,1042.15283883256
543.11 sec,81.7812789047277,1042.22650778822
543.19 sec,81.7787206941199,1042.19393572894
543.27 sec,81.776557337308,1042.16639101384
543.36 sec,81.7744869197527,1042.14002963971
543.47 sec,81.7726242392716,1042.11631325224
543.61 sec,81.7712814100587,1042.0992158232
543.79 sec,81.7712362267569,1042.09864053123
543.82 sec,81.7713801791651,1042.10047324499
543.82 sec,81.7713801791651,1042.10047324499
543.86 sec,81.7717082268107,1042.10465006099
543.86 sec,81.7717082268108,1042.10465006099
543.9 sec,81.7721419307274,1042.11017215355
543.94 sec,81.7726822947462,1042.11705228332
544 sec,81.7736294766674,1042.12911218045
544.14 sec,81.776833706653,1042.1699097054
544.42 sec,81.787805596167,1042.30960810538
544.81 sec,81.8120743985687,1042.6186080755
545 sec,81.8276262045008,1042.81661981957
546 sec,81.9529312175266,1044.41205277343
546.18 sec,81.9771370745813,1044.72025147661
546.35 sec,82.0036004488459,1045.05719358646
546.56 sec,82.0381786097638,1045.49745635461
546.86 sec,82.0941401020431,1046.20998022946
547 sec,82.1212536940287,1046.55520120643
547.68 sec,82.2770701855972,1048.53911838333
548 sec,82.3627402055815,1049.62990295835
549 sec,82.6740987899189,1053.59424355187
549.61 sec,82.8923108865762,1056.37260543602
549.61 sec,82.8923108865789,1056.37260543606
550 sec,83.0391853284473,1058.24266891364
550.39 sec,83.1896898505366,1060.1589520036
551 sec,83.4289175571624,1063.20489377013
552 sec,83.8323055685873,1068.34098949386
553 sec,84.2460245744498,1073.60862346743
554 sec,84.6585082930749,1078.86052929219
555 sec,85.0613912047945,1083.99019383813
556 sec,85.4577237391052,1089.03645639173
557 sec,85.8509921638464,1094.04370549285
558 sec,86.2443274745672,1099.05180621392
559 sec,86.6415225758932,1104.10905131596
560 sec,87.0443703643085,1109.23826866637
561 sec,87.4512955023511,1114.41940043827
562 sec,87.8658731044256,1119.69796641943
563 sec,88.2917005812434,1125.1197702477
564 sec,88.7295050941264,1130.69407046179
565 sec,89.1767239102326,1136.38823726538
566 sec,89.6286891985598,1142.14283804434
567 sec,90.0774311940221,1147.85639860396
568 sec,90.5135234965291,1153.40889823228
569 sec,90.9268427851003,1158.67144286185
570 sec,91.3129308724813,1163.5872690549
571 sec,91.6770273928286,1168.22308994211
572 sec,92.0219899921504,1172.6152901804
573 sec,92.3489893793436,1176.77877566797
574 sec,92.6608187614881,1180.74911068705
575 sec,92.9513432536707,1184.44818343563
576 sec,93.2207889361227,1187.87887242609
577 sec,93.4708829050929,1191.06316774889
578 sec,93.7096401393474,1194.10311926095
579 sec,93.9441364029111,1197.08881842169
580 sec,94.1806411085651,1200.10008986652
581 sec,94.4176457930326,1203.11772723329
582 sec,94.6636992772666,1206.25057749213
583 sec,94.9314012364552,1209.6590646827
584 sec,95.2111802613877,1213.22132186095
585 sec,95.5038686890341,1216.94794670191
586 sec,95.8016868095041,1220.73988475141
587 sec,96.0808673045487,1224.29452132093
588 sec,96.3320727917718,1227.49296892006
589 sec,96.5521938299099,1230.29563706874
590 sec,96.7460986897534,1232.76451040138
591 sec,96.9300513138886,1235.10666795306
592 sec,97.1189366926731,1237.51163126484
593 sec,97.3154316501391,1240.01348277395
594 sec,97.5207926518121,1242.62822027184
595 sec,97.7319316819239,1245.31652589913
596 sec,97.9464275392344,1248.04757198129
597 sec,98.1565879209795,1250.72341706607
598 sec,98.3439073267489,1253.10844182933
599 sec,98.4933237986022,1255.01087144467
600 sec,98.5802852495313,1256.11809874051
601 sec,98.5777628047028,1256.08598229173
602 sec,98.4680784941848,1254.6894382679
603 sec,98.2475453399123,1251.88152260828
604 sec,97.9292115128823,1247.82837053962
605 sec,97.5363533858423,1242.82634568299
606 sec,97.0919726439711,1237.16831431191
607 sec,96.6255817313019,1231.23004077769
608 sec,96.166081772651,1225.37950557677
609 sec,95.7283977772525,1219.80673990909
610 sec,95.3117626117627,1214.50197622651
611 sec,94.9072303070728,1209.35131094527
612 sec,94.4969110415265,1204.12696382129
613 sec,94.0606738065512,1198.57261877269
614 sec,93.5893173761915,1192.57112223062
615 sec,93.0751162774319,1186.02411033071
616 sec,92.5239276002702,1179.00615818836
617 sec,91.9502124464159,1171.70138995339
618 sec,91.3590241660045,1164.17414695939
619 sec,90.7578910698426,1156.52028266528
620 sec,90.1536843178639,1148.82728336113
621 sec,89.5395123304092,1141.00740274437
622 sec,88.9158235818356,1133.06635095584
623 sec,88.2808531723513,1124.98165658666
624 sec,87.623142486827,1116.60742410701
625 sec,86.9425980707647,1107.9424634505
626 sec,86.2306983274056,1098.87827439186
627 sec,85.4755270344681,1089.2631348468
628 sec,84.673130550805,1079.04670545504
629 sec,83.8116815005178,1068.07839539611
630 sec,82.8711865231605,1056.10364122963
630.08 sec,82.7890178965484,1055.05743772208
630.08 sec,82.7890178965412,1055.05743772199
631 sec,81.8431015883607,1043.01365708258
631.19 sec,81.6322515993234,1040.32902957567
631.19 sec,81.6322515993154,1040.32902957557
632 sec,80.7172261534864,1028.67856372647
632.81 sec,79.7379098884683,1016.20952174882
632.83 sec,79.7219724972771,1016.00660047159
632.83 sec,79.7219724972713,1016.00660047152
632.83 sec,79.7159903803014,1015.93042900115
632.83 sec,79.7159903802957,1015.93042900108
632.84 sec,79.7099966192658,1015.85411406465
632.85 sec,79.7039924911769,1015.77766713817
632.86 sec,79.6919571796165,1015.62442878095
632.89 sec,79.672493139755,1015.37660474416
632.9 sec,79.6642696576856,1015.27189956522
632.9 sec,79.6642696576798,1015.27189956515
632.93 sec,79.642261671475,1014.99168511041
632.95 sec,79.6201763168141,1014.71048559497
632.99 sec,79.5900181280018,1014.32649959294
633 sec,79.5828909390865,1014.23575340556
633.04 sec,79.5471452440242,1013.78062507662
633.1 sec,79.5028528138529,1013.21667631654
633.16 sec,79.4526157273383,1012.57703788238
633.24 sec,79.3864441252418,1011.73451487846
633.35 sec,79.2930533825366,1010.54542693795
633.53 sec,79.1419697350985,1008.62177015463
633.93 sec,78.8003297144867,1004.27187131573
634 sec,78.736944461891,1003.46482524177
634.27 sec,78.4916027729955,1000.3410366701
634.35 sec,78.4258265698353,999.503547928507
634.42 sec,78.3596106416224,998.660460632276
634.51 sec,78.2779436187752,997.620643808118
634.65 sec,78.1563775130929,996.072816243012
634.88 sec,77.9426353756482,993.351366554857
635 sec,77.8341204579801,991.969711706246
635.43 sec,77.4266091253779,986.781116192488
635.5 sec,77.368621258536,986.042789490231
635.56 sec,77.3103686350385,985.301093999173
635.63 sec,77.2428796613148,984.441797659411
635.74 sec,77.1489813531023,983.246247225536
635.89 sec,77.0020191561718,981.375066487966
636 sec,76.9021231756024,980.103151333123
636.42 sec,76.5080766637565,975.086000385439
636.47 sec,76.4607680383833,974.483646865472
636.52 sec,76.4133194720759,973.879513336729
636.59 sec,76.3541227041367,973.125796624632
636.67 sec,76.2749515467442,972.117758110343
636.8 sec,76.1581423086433,970.630496592936
637 sec,75.9728316232763,968.271047180289
637.53 sec,75.4817111788355,962.017902816598
637.59 sec,75.422639188661,961.26577502372
637.66 sec,75.363429505179,960.511894184127
637.74 sec,75.2947023669855,959.636833042348
637.84 sec,75.1966547153004,958.388451592152
638 sec,75.0563324590925,956.601813220139
638.24 sec,74.835355278759,953.788222826063
638.24 sec,74.8353552787524,953.788222825979
638.24 sec,74.8353552787461,953.788222825899
638.32 sec,74.7722753068244,952.985062563199
638.38 sec,74.7189983469188,952.306719241055
638.46 sec,74.6438615546754,951.350047781484
638.58 sec,74.5437783993889,950.075749946913
638.58 sec,74.5437783993825,950.075749946831
638.7 sec,74.4338563185711,948.67617871854
638.83 sec,74.3236061348526,947.272429959873
639 sec,74.1708078343496,945.326941673446
639.42 sec,73.7938162378865,940.526931218648
639.49 sec,73.734331514827,939.76954809862
639.56 sec,73.6747081058904,939.01039942025
639.65 sec,73.5944036407343,937.987931198129
639.79 sec,73.4727184395876,936.438587123116
640 sec,73.2893784386094,934.104228558363
640.9 sec,72.4856003702926,923.870218727983
641 sec,72.3978862385449,922.753407059551
641.09 sec,72.321674278443,921.783046211549
641.23 sec,72.1975042641529,920.202060531777
641.35 sec,72.0848791183107,918.768072570919
641.64 sec,71.8279073639962,915.496209108292
641.64 sec,71.8279073639897,915.49620910821
641.96 sec,71.5453234767485,911.898238080819
642 sec,71.5062778372181,911.40109355617
642.22 sec,71.3100200278848,908.902261834718
642.78 sec,70.7857451476632,902.226994710954
643 sec,70.5829218992565,899.644568995726
643.56 sec,70.0558126381118,892.933205612736
644 sec,69.6355383935326,887.582107729982
645 sec,68.678319341241,875.394412811462
645.01 sec,68.6650813122316,874.270968692507
645.01 sec,68.6650813122198,874.270968691529
645.02 sec,68.6508179721968,873.134432548223
645.02 sec,68.650817972185,873.134432547305
645.03 sec,68.6365566469417,872.058604907194
645.03 sec,68.6222973212803,871.039715315323
645.05 sec,68.5937847033109,869.133559495486
645.09 sec,68.5367838516583,865.640543161769
645.12 sec,68.4808857286982,862.376421097174
645.12 sec,68.4808857286746,862.376421095801
645.17 sec,68.4034289903309,857.80947123066
645.22 sec,68.3260360751769,853.035043316087
645.29 sec,68.2107905426729,845.469379330366
645.37 sec,68.0793109965598,836.25290641868
645.47 sec,67.9239422032761,824.740556744066
645.58 sec,67.7363626279309,810.201697579222
645.72 sec,67.5204208084155,792.895283038424
645.88 sec,67.2690801084689,772.306622844661
646 sec,67.0730216669795,756.075556474588
646.01 sec,67.0533103561601,811.329204983262
646.01 sec,67.0533103561368,811.329205049661
646.01 sec,67.0288309589259,877.842043806241
646.02 sec,67.0043543822324,944.184408167149
646.04 sec,66.9597031170051,1064.74184418299
646.04 sec,66.9597031169818,1064.74184424579
646.05 sec,66.9443354411667,1064.497259979
646.07 sec,66.928936229807,1064.25217381306
646.09 sec,66.9048125884522,1063.86823402116
646.12 sec,66.8776514790866,1063.43595156506
646.15 sec,66.8466523119255,1062.94258467391
646.18 sec,66.8109752669078,1062.37476693369
646.22 sec,66.769223687761,1061.71026993937
646.27 sec,66.7191177869803,1060.9128097707
646.34 sec,66.6567686460765,1059.92049234727
646.42 sec,66.5749498616638,1058.61830596661
646.54 sec,66.4582149647513,1056.76041233885
646.73 sec,66.2646157671429,1053.67918498148
647 sec,66.0042383149271,1049.53514857456
647.4 sec,65.6239507472548,1043.48268695855
647.5 sec,65.5354865097752,1042.0747331688
647.59 sec,65.4476088895294,1040.67611747156
647.73 sec,65.3234335825942,1038.69980595523
648 sec,65.0838520964612,1034.88674845007
648.35 sec,64.7794897706359,1030.04267256352
648.41 sec,64.7367724898171,1029.36280557156
648.46 sec,64.694215425816,1028.68548890758
648.52 sec,64.6465942100432,1027.92757388154
648.61 sec,64.583341565341,1026.92087682745
648.73 sec,64.4920697585295,1025.46824086243
648.94 sec,64.3337431606662,1022.94839408425
649 sec,64.2891805017495,1022.23915734523
649.02 sec,64.2607670035783,1018.06470343106
649.02 sec,64.2607670035679,1018.06470342961
649.05 sec,64.2185045071249,1012.51994644229
649.05 sec,64.2185045071146,1012.51994644101
649.08 sec,64.1763009030016,1007.51208371942
649.11 sec,64.1341562170119,1002.7766560221
649.16 sec,64.0578194066485,994.42176973317
649.23 sec,63.9689247728675,984.676627230561
649.3 sec,63.8712667516129,973.76612383534
649.38 sec,63.7586615760904,960.923573303814
649.47 sec,63.625128724171,945.427507065054
649.59 sec,63.4624573603939,926.315054236166
649.74 sec,63.2575085289722,902.088881626425
649.92 sec,63.0091381080273,872.781377793339
650 sec,62.9034837096716,860.3826386818
650 sec,62.9034477083179,860.485832236117
650 sec,62.9034477082939,860.485832304858
650.01 sec,62.8549513645984,987.963453881997
650.03 sec,62.8064713463163,1114.68996315722
650.04 sec,62.7744533964355,1197.94881729224
650.04 sec,62.7744533964115,1197.9488173544
650.06 sec,62.7627534623165,1197.7253664024
650.06 sec,62.7623163911748,1197.71701845602
650.06 sec,62.7623163911698,1197.71701845592
650.07 sec,62.7505648413414,1197.49257993336
650.09 sec,62.7387907285052,1197.26771091008
650.12 sec,62.7207411508385,1196.92298902499
650.15 sec,62.7002186873751,1196.53103903073
650.18 sec,62.6765014994357,1196.07807409349
650.22 sec,62.6487219415726,1195.54752370013
650.27 sec,62.615445226539,1194.91198525722
650.33 sec,62.5741909804371,1194.12408722201
650.41 sec,62.520078614688,1193.0906173988
650.49 sec,62.4680749086321,1192.09741463729
650.49 sec,62.4680749086273,1192.0974146372
650.61 sec,62.3899442312195,1190.60522865219
650.73 sec,62.3128132509075,1189.13213518727
650.97 sec,62.1615764762159,1186.24372705519
651 sec,62.1410841706873,1185.85235285084
651.16 sec,62.0397833498545,1183.91764956658
651.24 sec,61.9985972147032,1183.13105359451
651.31 sec,61.9577459797374,1182.35085274406
651.4 sec,61.9046878367749,1181.33751679446
651.55 sec,61.8215497747162,1179.74969669711
651.8 sec,61.6860591135199,1177.16201799872
652 sec,61.581884249188,1175.17242475515
652.3 sec,61.4319943655382,1172.30973857114
652.34 sec,61.4174055497051,1172.03111219734
652.38 sec,61.4028561477652,1171.75323900551
652.42 sec,61.3866966291604,1171.44461496299
652.48 sec,61.3662044011762,1171.05324233555
652.56 sec,61.3390148274587,1170.53395973662
652.68 sec,61.2990825114782,1169.77130863542
652.92 sec,61.2211235654229,1168.28240441835
653 sec,61.1966910195138,1167.81577724584
653.03 sec,61.1596050665085,1159.41265143526
653.03 sec,61.1596050665001,1159.41265143349
653.04 sec,61.1547571967344,1158.42053158942
653.04 sec,61.154757196726,1158.4205315877
653.04 sec,61.1499103768423,1157.44028488034
653.04 sec,61.1450646113875,1156.47723068367
653.05 sec,61.1353762424146,1154.59814268129
653.07 sec,61.1160121426864,1150.99991462215
653.1 sec,61.0773344205431,1144.25886243847
653.15 sec,61.0190854173604,1134.69496173291
653.21 sec,60.9522854871286,1123.97416125071
653.28 sec,60.8793670394048,1112.18602701723
653.35 sec,60.7955947179825,1098.40248797338
653.44 sec,60.6959430338127,1081.70591009594
653.54 sec,60.5734526009135,1060.88831707325
653.67 sec,60.4319431332174,1036.65933769481
653.82 sec,60.2687696870513,1008.74452523959
653.99 sec,60.0697629101467,975.031405526641
653.99 sec,60.0697629101387,975.03140552529
654 sec,60.0641607170863,974.089580861306
654.01 sec,60.0462278179844,1023.01087340076
654.02 sec,60.0103670402959,1111.09295348834
654.03 sec,59.9556214622392,1244.76794797996
654.05 sec,59.8971063180544,1386.46241983672
654.05 sec,59.88017018439,1427.2267674987
654.05 sec,59.8801701843643,1427.22676756043
654.05 sec,59.8796131869297,1428.56553471025
654.05 sec,59.8796131869041,1428.56553477199
654.05 sec,59.8795674843867,1428.56444370475
654.05 sec,59.8795217690647,1428.56335233183
654.05 sec,59.8794303002562,1428.56116867487
654.05 sec,59.8792472116698,1428.55679775687
654.05 sec,59.8788804438837,1428.54804182067
654.06 sec,59.8781446481019,1428.53047599383
654.06 sec,59.8766647766802,1428.49514665786
654.07 sec,59.8736772166247,1428.42382394298
654.09 sec,59.8676236194354,1428.27930524171
654.11 sec,59.8629481873666,1428.16768655002
654.11 sec,59.8629481873644,1428.16768654996
654.11 sec,59.8614144541732,1428.13107122152
654.11 sec,59.861414454171,1428.13107122147
654.12 sec,59.8598794083698,1428.09442470066
654.12 sec,59.8583431320586,1428.05774880437
654.13 sec,59.8552682888069,1427.98434232666
654.15 sec,59.8491168509237,1427.83748748261
654.19 sec,59.838521870638,1427.58455106504
654.19 sec,59.8385218706358,1427.58455106498
654.22 sec,59.8276967222159,1427.32611965546
654.26 sec,59.8169427005892,1427.06938631138
654.32 sec,59.7991867665491,1426.64549464391
654.37 sec,59.7836799461549,1426.27529246913
654.37 sec,59.7836799461528,1426.27529246908
654.45 sec,59.7609486197475,1425.73262230749
654.52 sec,59.7417576179295,1425.27447274511
654.52 sec,59.7417576179274,1425.27447274506
654.6 sec,59.7196744798775,1424.74727666368
654.67 sec,59.6979403156891,1424.2284116317
654.83 sec,59.655539242395,1423.21616321075
655 sec,59.6113779043063,1422.1618871771
655.24 sec,59.5525339795236,1420.75709067038
655.28 sec,59.547110757345,1420.62762013805
655.32 sec,59.5417056073268,1420.49858198574
655.37 sec,59.5353762440601,1420.34747930813
655.44 sec,59.5269971880629,1420.14744425657
655.55 sec,59.5149245727869,1419.85923198626
655.73 sec,59.4956273873715,1419.39854420919
655.93 sec,59.4761451150525,1418.93343982806
656 sec,59.4697306616505,1418.7803060559
656.24 sec,59.4506598171861,1418.3250223675
656.26 sec,59.4591157254468,1418.52689267745
656.29 sec,59.4674370199925,1418.72554841422
656.32 sec,59.4764559344526,1418.9408587016
656.36 sec,59.4874981325283,1419.20447181805
656.4 sec,59.5013939672101,1419.53621027595
656.47 sec,59.5197733836773,1419.97498638529
656.55 sec,59.5464742517205,1420.61242268947
656.72 sec,59.5999188369967,1421.88831885783
656.91 sec,59.6593758294972,1423.3077509587
657 sec,59.6897247557512,1424.03227858984
657.02 sec,59.6693003162398,1414.95031784192
657.02 sec,59.6693003162328,1414.95031783896
657.06 sec,59.6346432652031,1401.74589268533
657.06 sec,59.6346432651961,1401.74589268288
657.09 sec,59.600033746391,1390.49031925603
657.13 sec,59.5654714138607,1380.38912005756
657.18 sec,59.5159721756316,1366.93185171535
657.24 sec,59.4626707833136,1353.01209300347
657.3 sec,59.4026254321699,1337.51041298821
657.37 sec,59.3320950633615,1319.27409109386
657.46 sec,59.2458778825622,1296.84288403375
657.56 sec,59.1556494172784,1273.2309201685
657.66 sec,59.0605389302858,1248.27725916523
657.77 sec,58.9588140201299,1221.6411015429
657.88 sec,58.8475957061622,1192.73663893119
658 sec,58.738566323253,1164.7585562261
658 sec,58.7400803672437,1160.45217287057
658 sec,58.740080367251,1160.45217284967
658.01 sec,58.748188934138,1122.96268967635
658.01 sec,58.7481889341453,1122.9626896424
658.02 sec,58.7448680851952,1122.89926609869
658.03 sec,58.7415358703769,1122.83562545215
658.04 sec,58.7348470661187,1122.70787872069
658.07 sec,58.7240998731875,1122.50262233992
658.1 sec,58.7118393236072,1122.26846332319
658.13 sec,58.6977042019309,1121.99850215468
658.17 sec,58.6813234204969,1121.68565234178
658.22 sec,58.6620615787881,1121.31777824011
658.27 sec,58.638852056806,1120.87450901928
658.34 sec,58.6098321650913,1120.32026991833
658.44 sec,58.5714616411914,1119.58744691183
658.57 sec,58.5159496415133,1118.52724578282
658.81 sec,58.4209071245435,1116.71206738345
659 sec,58.3466599251429,1115.29405030498
659.57 sec,58.12864196799,1111.13021695068
659.66 sec,58.1011879494846,1110.60588459715
659.74 sec,58.0738994277834,1110.08471236108
659.85 sec,58.0399397890586,1109.43613099932
660 sec,57.991514914829,1108.51128399713
660.31 sec,57.8947533691916,1106.66327546527
660.34 sec,57.8950403533637,1106.6687568987
660.36 sec,57.8952621785724,1106.67299342503
660.39 sec,57.8954824457027,1106.67720046926
660.43 sec,57.89573756945,1106.68207311577
660.47 sec,57.8960692908568,1106.68840829344
660.52 sec,57.8965433002637,1106.6974611446
660.59 sec,57.8972810878461,1106.71155186246
660.69 sec,57.8985629577605,1106.73603375646
660.85 sec,57.9012976790676,1106.78826336704
661 sec,57.9044984806828,1106.8493943763
661.34 sec,57.9140768759534,1107.03232924361
661.39 sec,57.9214544283171,1107.17322964465
661.44 sec,57.9288207402514,1107.31391531905
661.49 sec,57.9371063631629,1107.47215901553
661.57 sec,57.9483250694827,1107.68642067988
661.68 sec,57.9648391415353,1108.00181635511
661.87 sec,57.9949761292586,1108.57738951807
662 sec,58.016208164719,1108.98289195662
662.38 sec,58.0796572022929,1110.19468585421
662.43 sec,58.094559996074,1110.47930856342
662.47 sec,58.1094195713397,1110.7631044724
662.52 sec,58.1255908532635,1111.07195352714
