Time,v_vehicle,n_engine
10.228 sec,22.243303766221,1627.50567308273
10.286 sec,22.3024995027907,1631.83946836174
10.364 sec,22.3820318131691,1637.66213011496
10.484 sec,22.5045689226282,1646.63322798924
10.66 sec,22.6830132070614,1659.69736135764
10.856 sec,22.8824492869848,1674.29833081405
11 sec,23.0290184116267,1685.02884313662
11.232 sec,23.2638760098239,1702.22306708586
11.27 sec,23.3241081921717,1706.63274188079
11.307 sec,23.383674108014,1710.99363845532
11.349 sec,23.4507430590833,1715.90384179742
11.403 sec,23.5363935063795,1722.1744201472
11.476 sec,23.6506751206953,1730.54112270592
11.584 sec,23.8197382980771,1742.91845327938
11.796 sec,24.1477414422853,1766.93198128411
12 sec,24.4583605871078,1789.67280453499
12.259 sec,24.846267407684,1818.07195703138
12.285 sec,24.9250919237026,1823.84280025722
12.312 sec,25.0027712009774,1829.52979909671
12.317 sec,25.0170667895666,1830.57639733622
12.317 sec,25.017066789567,1830.57639733624
12.317 sec,25.0170667895673,1830.57639733627
12.344 sec,25.0974737863627,1836.46309599684
12.372 sec,25.1772570009279,1842.30412676518
12.414 sec,25.2976946470681,1851.12152025589
12.467 sec,25.4494710206558,1862.23326190241
12.54 sec,25.6550729263896,1877.28563932145
12.655 sec,25.9774407942376,1900.8866015342
12.812 sec,26.3968989838182,1931.59566983971
12.957 sec,26.7572122655545,1957.97466409086
13 sec,26.8595879015386,1965.4697148097
13.009 sec,26.8536962084973,1956.71989130179
13.009 sec,26.8536962084972,1956.71989130167
13.009 sec,26.8534959865414,1956.42935117055
13.009 sec,26.8534959865413,1956.42935117044
13.009 sec,26.8532957659099,1956.13808499227
13.01 sec,26.8530955455107,1955.8472086035
13.01 sec,26.8526951054104,1955.26662002303
13.011 sec,26.8518942280165,1954.11006452012
13.014 sec,26.8502924845637,1951.81516222304
13.019 sec,26.8470890438629,1947.29602136819
13.028 sec,26.8406823541663,1938.52386354767
13.047 sec,26.8278697960988,1921.92476812999
13.082 sec,26.80441475249,1894.16436331376
13.122 sec,26.7777973777997,1865.72949001394
13.169 sec,26.7466533441377,1835.3234085304
13.223 sec,26.7103181482619,1802.55170341157
13.284 sec,26.669104848511,1767.88151124252
13.357 sec,26.6204877498094,1729.52000986753
13.447 sec,26.5606548211949,1685.23761625452
13.462 sec,26.5501413994459,1677.75111014011
13.462 sec,26.5501413994459,1677.75111014005
13.462 sec,26.5501413994458,1677.75111014
13.571 sec,26.4773100654949,1627.81189481137
13.681 sec,26.404593262143,1580.94152375471
13.803 sec,26.3230127197756,1531.26731293147
13.928 sec,26.2400490376825,1483.40979202017
13.945 sec,26.2288090536225,1477.11223828869
13.945 sec,26.2288090536225,1477.11223828865
13.945 sec,26.2288090536224,1477.11223828859
14 sec,26.1925468673859,1457.07294577223
14.008 sec,26.1388601681361,1538.29272728255
14.008 sec,26.1388601681353,1538.29272728369
14.017 sec,26.1475233119566,1538.80287668349
14.027 sec,26.1560669493412,1539.30598866886
14.046 sec,26.1728798249119,1540.29605400152
14.07 sec,26.1940556012642,1541.54303891071
14.098 sec,26.2183948320248,1542.97631119784
14.131 sec,26.2467875998314,1544.64828545447
14.171 sec,26.2804321039761,1546.62952043794
14.219 sec,26.3213248214991,1549.03758334592
14.28 sec,26.3730918574394,1552.08600581959
14.363 sec,26.4433247083211,1556.22183081079
14.493 sec,26.5534730763714,1562.7081739932
14.688 sec,26.7184333214085,1572.42224220536
14.915 sec,26.9104086101167,1583.72715417126
15 sec,26.9820393396625,1587.94529650405
15.26 sec,27.1997422695552,1600.76524054229
15.299 sec,27.2519981772104,1603.84245136525
15.338 sec,27.3037400967276,1606.88939479872
15.382 sec,27.3615437325092,1610.2932965134
15.439 sec,27.4356844781409,1614.65924698928
15.516 sec,27.5350969690674,1620.51338304336
15.63 sec,27.6834777690306,1629.25113202233
15.869 sec,27.9899867159224,1647.30062522412
16 sec,28.1577358491569,1657.17892361524
16.283 sec,28.5156726541849,1678.25686605113
16.309 sec,28.5823668600401,1682.18430968812
16.335 sec,28.6482149332446,1686.06192683579
16.362 sec,28.7162136143117,1690.06618753449
16.396 sec,28.7986304811399,1694.91949668287
16.437 sec,28.9000010754227,1700.88894021221
16.49 sec,29.0292969480784,1708.50282879393
16.562 sec,29.2045338923311,1718.82206437286
16.677 sec,29.4829633259166,1735.21803001756
16.847 sec,29.8877311281233,1759.05372474422
17 sec,30.2487733251356,1780.31453534697
17.011 sec,30.2411541890486,1771.27149779142
17.011 sec,30.2411541890485,1771.27149779124
17.046 sec,30.2177836115298,1746.37565482291
17.081 sec,30.1945246177337,1724.87865156599
17.121 sec,30.1678024869534,1702.84238693115
17.168 sec,30.1364235375625,1679.31948115592
17.184 sec,30.1257919399299,1671.76796038654
17.184 sec,30.1257919399298,1671.76796038644
17.238 sec,30.0897932597252,1647.23970397281
17.292 sec,30.0537879598957,1623.95914799405
17.365 sec,30.0046478896662,1593.62026553876
17.455 sec,29.9444487322699,1558.18901997958
17.566 sec,29.8698256268339,1516.36518801208
17.678 sec,29.7953052318357,1476.48634520076
17.79 sec,29.7199801474601,1437.77685240226
17.905 sec,29.6427102264975,1399.53265909997
18 sec,29.5789780452664,1369.01699003839
18.001 sec,29.5726565560106,1380.56481107609
18.001 sec,29.5726565560094,1380.56481107838
18.005 sec,29.5526627265886,1410.0807766807
18.005 sec,29.5526627265873,1410.08077668255
18.008 sec,29.5550767384394,1410.19603725824
18.012 sec,29.5574741442887,1410.31050495568
18.019 sec,29.5622242769847,1410.53730708535
18.034 sec,29.571575178095,1410.983779725
18.054 sec,29.5847025120578,1411.61056375149
18.078 sec,29.5994963778188,1412.31691881079
18.106 sec,29.6164603996467,1413.12689118923
18.138 sec,29.6360919574812,1414.06422902997
18.176 sec,29.6591528805802,1415.16530700114
18.221 sec,29.6868633758277,1416.48838568938
18.278 sec,29.7213307377599,1418.13408099737
18.353 sec,29.7665956122582,1420.29531955462
18.461 sec,29.8319292272297,1423.41476988617
18.656 sec,29.9502553880746,1429.06442790465
18.907 sec,30.1016138898747,1436.29126402358
19 sec,30.157871535001,1438.97736871532
19.305 sec,30.3417581654891,1447.75730855052
19.353 sec,30.384415753617,1449.79405835439
19.4 sec,30.4267444783209,1451.81510608521
19.454 sec,30.4743963873047,1454.09031714458
19.525 sec,30.5373501176859,1457.0961363572
19.626 sec,30.6260812456085,1461.33273564166
19.795 sec,30.7750929561659,1468.44752073631
20 sec,30.9552366459191,1477.04874834683
20.318 sec,31.2332482664158,1490.32282543139
20.341 sec,31.2839091356707,1492.74170376253
20.365 sec,31.3340498526117,1495.13574664831
20.388 sec,31.3835003259475,1497.49683282929
20.415 sec,31.4425840146841,1500.31787116413
20.449 sec,31.5138290419754,1503.71957064361
20.49 sec,31.6019482102783,1507.92695100941
20.544 sec,31.7153021024682,1513.33920068969
20.618 sec,31.8726442499766,1520.85173485082
20.749 sec,32.1497899849998,1534.08446895988
20.823 sec,32.3046928938946,1541.48053908018
20.823 sec,32.3046928938951,1541.4805390802
20.983 sec,32.639534094358,1557.46802873548
21 sec,32.6749958644063,1559.1612035337
21.016 sec,32.6639153946215,1550.03778215144
21.016 sec,32.6639153946213,1550.03778215132
21.056 sec,32.6365561258246,1530.63513292094
21.089 sec,32.6136297433464,1516.87055056693
21.089 sec,32.6136297433462,1516.87055056684
21.126 sec,32.5879757023766,1503.13695018126
21.163 sec,32.5623202282781,1490.47896469143
21.215 sec,32.5262616877629,1473.69251881454
21.273 sec,32.4861538856774,1455.75820925988
21.34 sec,32.4397300157865,1435.49503347275
21.421 sec,32.3838412384205,1411.52165614854
21.518 sec,32.3167901054947,1383.20639906747
21.615 sec,32.2494493816445,1355.19064682033
21.716 sec,32.1796062511714,1326.56091570123
21.823 sec,32.1062179244516,1296.96885933191
21.937 sec,32.0271607130375,1265.7094064065
22 sec,31.9835339144375,1248.75621865956
22.002 sec,31.9889362143874,1244.08605265931
22.002 sec,31.9889362143881,1244.08605265868
22.006 sec,32.0032676872788,1223.38970906508
22.006 sec,32.00326768728,1223.38970906337
22.011 sec,32.0049164498693,1223.45268715523
22.015 sec,32.0065525484821,1223.51518151881
22.024 sec,32.0097919430876,1223.63891727814
22.042 sec,32.0161675107053,1223.88244602271
22.066 sec,32.0245806374716,1224.20380379324
22.094 sec,32.0341005491218,1224.56743763233
22.126 sec,32.0450209532604,1224.98456634473
22.163 sec,32.0576933225111,1225.46861519487
22.207 sec,32.0726737596424,1226.04082574338
22.26 sec,32.0908777754215,1226.73616792613
22.328 sec,32.1139206819328,1227.61634211999
22.419 sec,32.1449730164638,1228.80245392847
22.555 sec,32.1914682126306,1230.57843960151
22.809 sec,32.2787952823262,1233.91408795785
23 sec,32.3445213538501,1236.42463895452
23.451 sec,32.5010809205317,1242.40477392344
23.522 sec,32.5348911832493,1243.69623082875
23.592 sec,32.5685724836312,1244.98276173608
23.674 sec,32.6073747662588,1246.46489975607
23.791 sec,32.6635202333725,1248.60949862572
24 sec,32.7636510806017,1252.4342152545
24.492 sec,33.0001953697376,1261.46954159225
24.515 sec,33.0282904365706,1262.54269409532
24.537 sec,33.0561796520681,1263.60798365674
24.563 sec,33.0880103860181,1264.82382813327
24.594 sec,33.12566998661,1266.26231891414
24.631 sec,33.1709325591034,1267.99122183059
24.677 sec,33.2267166773644,1270.12201819119
24.736 sec,33.2982962036944,1272.856154697
24.817 sec,33.3968697966595,1276.62138859669
24.948 sec,33.5553978188387,1282.67671300042
25 sec,33.6191346706139,1285.11128140448
25.22 sec,33.8868282371259,1295.33642245247
25.257 sec,33.9442733416847,1297.5306638152
25.294 sec,34.0015076941182,1299.71685504022
25.336 sec,34.0669276649587,1302.21571385666
25.391 sec,34.151692171083,1305.45347949145
25.465 sec,34.2674558168007,1309.87532503668
25.582 sec,34.4474674161533,1316.75126164093
25.817 sec,34.8120883263512,1330.67875448337
26 sec,35.0946938066324,1341.47348867185
26.003 sec,35.0929245748659,1340.45097927391
26.003 sec,35.0929245748658,1340.45097927382
26.005 sec,35.0911207017032,1339.42714673603
26.005 sec,35.0911207017031,1339.42714673594
26.008 sec,35.0893169193017,1338.41476620447
26.011 sec,35.0875132264191,1337.42056168441
26.016 sec,35.0839061093524,1335.48437565287
26.027 sec,35.0766929510416,1331.80570935015
26.032 sec,35.0732832843336,1330.15144065392
26.032 sec,35.0732832843334,1330.15144065385
26.043 sec,35.0659629221164,1326.75486064183
26.043 sec,35.0659629221163,1326.75486064176
26.053 sec,35.0586440445796,1323.55472073337
26.064 sec,35.0513266537766,1320.52261854922
26.086 sec,35.0366963415975,1314.8628053553
26.129 sec,35.0074536610258,1304.6375152141
26.181 sec,34.9724126970654,1293.38365581292
26.237 sec,34.9350785911717,1281.76942043057
26.299 sec,34.8931285920593,1268.69294081019
26.372 sec,34.8439742075234,1253.1131526363
26.458 sec,34.7862494899279,1234.42555804402
26.546 sec,34.7271367624375,1214.92804700455
26.64 sec,34.6645573460793,1194.01873115285
26.741 sec,34.5974025617787,1171.4304538586
26.851 sec,34.5237534822577,1146.6571035468
26.975 sec,34.4415250818437,1119.18979852357
27 sec,34.4250773472022,1113.73347199047
27.002 sec,34.4301483347378,1107.68674003981
27.002 sec,34.4301483347384,1107.68674003915
27.014 sec,34.459955617013,1050.05920661555
27.016 sec,34.4635518480527,1043.11340995249
27.016 sec,34.4635518480532,1043.11340995143
27.028 sec,34.4654851602837,1043.17187222894
27.041 sec,34.4673935302694,1043.22958026705
27.065 sec,34.471162983916,1043.34356643149
27.096 sec,34.4757899369683,1043.48348289671
27.131 sec,34.481076917748,1043.64335823057
27.172 sec,34.4872012670256,1043.82855511817
27.219 sec,34.4944243012404,1044.04697562199
27.277 sec,34.5031733841188,1044.31154298163
27.349 sec,34.5141841450133,1044.64450221612
27.444 sec,34.5288440320852,1045.08780897977
27.581 sec,34.5501780472973,1045.7329376356
27.81 sec,34.5865998161924,1046.83431149909
28 sec,34.6175396687792,1047.76991529021
28.686 sec,34.7335954515233,1051.27937707545
28.785 sec,34.7551341907238,1051.93069647024
28.883 sec,34.7767688335724,1052.58491593705
29 sec,34.8027395418628,1053.37025559064
29.219 sec,34.8517790861213,1054.85318390812
29.252 sec,34.8745961949527,1055.54316048295
29.286 sec,34.8972745348186,1056.22894076202
29.319 sec,34.9201989191585,1056.92216128805
29.36 sec,34.9476340940132,1057.7517855901
29.409 sec,34.9810045657483,1058.76088994107
29.471 sec,35.0231977596712,1060.03678846282
29.555 sec,35.0799204170724,1061.7520498118
29.679 sec,35.1646011501436,1064.31274768972
29.911 sec,35.3234863359417,1069.11734660317
30 sec,35.384918453372,1070.97501938278
30.405 sec,35.6648244293191,1079.43921911607
30.459 sec,35.7107492923514,1080.82796122026
30.513 sec,35.7566076942715,1082.21469357661
30.573 sec,35.8080966544551,1083.77169085704
30.655 sec,35.8780592322096,1085.88731997235
30.778 sec,35.9824510862536,1089.04407109451
31 sec,36.1722112998493,1094.78231352894
31.41 sec,36.5242100185593,1105.42655736731
31.46 sec,36.5771866467371,1107.02854089551
31.51 sec,36.6300577167852,1108.62733240297
31.565 sec,36.6878500362214,1110.37493973217
31.638 sec,36.7652794372124,1112.71636139505
31.743 sec,36.8769631429592,1116.09361402351
31.929 sec,37.0732031930184,1122.02780309111
32 sec,37.1489676934454,1124.3188790943
32.357 sec,37.5288116976372,1135.80514874552
32.404 sec,37.5896580665,1137.6451088161
32.452 sec,37.6503775406158,1139.48123166136
32.505 sec,37.7176970043611,1141.51693449291
32.575 sec,37.807964601423,1144.24657600516
32.677 sec,37.9377845552352,1148.17225860347
32.854 sec,38.1649281694952,1155.04095412141
33 sec,38.3517218521989,1160.68949033295
33.325 sec,38.7689104674833,1173.30504006867
33.369 sec,38.8373868563105,1175.37572766699
33.414 sec,38.9057256160901,1177.44225343633
33.463 sec,38.9818323013082,1179.74367691518
33.529 sec,39.0833826773208,1182.8145033338
33.623 sec,39.2275996680835,1187.17554425563
33.782 sec,39.4720713969631,1194.56823224406
34 sec,39.8082514280278,1204.73412783836
34.286 sec,40.2515102523014,1218.13802611839
34.621 sec,40.773290822236,1233.91637796068
35 sec,41.3651202497632,1251.81296799275
35.42 sec,42.0251846607638,1271.77294559502
35.892 sec,42.7704197233808,1294.30843598658
36 sec,42.9421064820965,1299.50014728732
36.174 sec,43.2174411700773,1307.82611384648
36.348 sec,43.4913755397174,1316.10973555514
36.888 sec,44.3337946697412,1341.58401758054
37 sec,44.5062200901668,1346.79806559569
37.003 sec,44.5048049605539,1345.8003431546
37.003 sec,44.5048049605537,1345.80034315443
37.006 sec,44.5033553697288,1344.80157868244
37.006 sec,44.5033553697285,1344.80157868228
37.008 sec,44.5019059984219,1343.81621703257
37.011 sec,44.500456843666,1342.85349310241
37.017 sec,44.4975591841315,1340.99251055376
37.023 sec,44.4944164181065,1339.06454688495
37.023 sec,44.4944164181063,1339.06454688481
37.034 sec,44.4886778389022,1335.76337145459
37.034 sec,44.4886778389019,1335.76337145447
37.045 sec,44.4829426749278,1332.7130742789
37.056 sec,44.4772109317283,1329.87574751373
37.079 sec,44.4657577283172,1324.7046488237
37.122 sec,44.4436352811821,1315.96197737496
37.172 sec,44.4177674786528,1306.7865030076
37.229 sec,44.388937479996,1296.88788750076
37.292 sec,44.3565860513761,1285.5715423104
37.367 sec,44.3187413268282,1271.76146928147
37.455 sec,44.2741416119093,1254.6506136947
37.541 sec,44.2311485724554,1237.38632808709
37.628 sec,44.1877137817555,1219.29785951011
37.717 sec,44.1431070419278,1200.1805827049
37.812 sec,44.0961426459572,1179.61742680352
37.915 sec,44.0456981426463,1157.21135708904
38 sec,44.0042417266858,1138.6680948549
38.005 sec,44.0143289143353,1124.80437983014
38.005 sec,44.0143289143362,1124.80437982892
38.017 sec,44.0380303447561,1069.2216057755
38.021 sec,44.0451900339262,1052.45638665967
38.021 sec,44.0451900339275,1052.45638665676
38.033 sec,44.0476863702987,1052.51598229771
38.045 sec,44.0501719613909,1052.575321414
38.07 sec,44.0551253603407,1052.69357510204
38.102 sec,44.0615714648097,1052.84746451154
38.138 sec,44.0689978320738,1053.0247559698
38.181 sec,44.0777068144109,1053.2326676088
38.232 sec,44.0881428715566,1053.48181012175
38.294 sec,44.1010587222002,1053.7901533428
38.374 sec,44.117818851258,1054.19027195177
38.484 sec,44.1412024361609,1054.74851392137
38.654 sec,44.178059854886,1055.62841998728
39 sec,44.2563650980357,1057.49781995401
39.842 sec,44.4638158172646,1062.45034032575
39.952 sec,44.495798308859,1063.21386605016
40 sec,44.5098704279636,1063.54981314744
40.136 sec,44.5501646311412,1064.51176639093
40.165 sec,44.5696332023244,1064.97654429097
40.194 sec,44.5890262218913,1065.43951853578
40.226 sec,44.6103990410476,1065.94975700443
40.264 sec,44.635844859499,1066.557231184
40.31 sec,44.6666758034351,1067.29326575333
40.368 sec,44.7053413733876,1068.21633824027
40.444 sec,44.7565952408903,1069.43993419426
40.554 sec,44.8312066166672,1071.22114959132
40.747 sec,44.9628975710062,1074.36503953244
41 sec,45.137509250587,1078.53358618797
41.401 sec,45.4199176200754,1085.27559013526
41.453 sec,45.4648006346758,1086.34709317858
41.506 sec,45.5096974457301,1087.41892558943
41.564 sec,45.5589991673727,1088.5959174909
41.641 sec,45.6255883882526,1090.18561803979
41.755 sec,45.7233262807076,1092.51893836145
41.96 sec,45.9020996963259,1096.78683933415
42 sec,45.9368170194944,1097.61565437139
42.199 sec,46.1114169667779,1101.78392113076
42.247 sec,46.1614588386492,1102.97858282188
42.295 sec,46.2114940348757,1104.17308515962
42.348 sec,46.2673580170506,1105.50673949219
42.42 sec,46.3420878777086,1107.2907835032
42.522 sec,46.4496258470346,1109.85806341074
42.7 sec,46.6369164876982,1114.32929801422
43 sec,46.9573474477268,1121.97902373272
43.388 sec,47.377048642975,1131.9986521234
43.436 sec,47.4380269796517,1133.45440268616
43.483 sec,47.4989769482332,1134.90947600924
43.535 sec,47.5653679385632,1136.49444414646
43.605 sec,47.6544851100174,1138.62195989937
43.705 sec,47.7822634078898,1141.6724420601
43.876 sec,48.0028721094054,1146.93908686521
44 sec,48.1639664156822,1150.78493014447
44.326 sec,48.5907570913426,1160.97380706593
44.384 sec,48.673578773426,1162.95102908592
44.442 sec,48.7564614585292,1164.92970748015
44.51 sec,48.8554882324333,1167.29379755875
44.61 sec,48.9996496526186,1170.73539794767
44.779 sec,49.244722948782,1176.58609196596
45 sec,49.5683768344246,1184.3127593839
45.347 sec,50.0816388056326,1196.56598612651
45.756 sec,50.6944645278191,1211.1961232578
46 sec,51.0639948342143,1220.01800946496
46.528 sec,51.8735160357076,1239.34390426775
47 sec,52.6097965801256,1256.92130758121
47.63 sec,53.6072037684515,1280.73265050291
48 sec,54.2024126003825,1294.94221470067
48.276 sec,54.649897188224,1305.6251223055
48.552 sec,55.0972020862016,1316.30374029973
48.876 sec,55.6201645516424,1328.78854956397
49 sec,55.8211851710028,1333.58756334199
49.003 sec,55.8211090770197,1332.63081577209
49.003 sec,55.8211090770197,1332.63081577193
49.006 sec,55.8210314762493,1331.67403353161
49.006 sec,55.8210314762493,1331.67403353145
49.008 sec,55.8209541808967,1330.73008147294
49.011 sec,55.8208771979284,1329.80817876658
49.017 sec,55.8207241683467,1328.02716615557
49.02 sec,55.8206296752983,1326.96053471728
49.02 sec,55.8206296752982,1326.96053471715
49.031 sec,55.8203289032832,1323.71683499201
