Timestamp,Speed
29.002127,88.9609375
29.0023274,88.9609375
29.0025503,88.9609375
29.0027406,88.9609375
29.0029392,88.9609375
29.0031353,88.9609375
29.0033554,88.9609375
29.0037019,88.9609375
29.0039061,88.9609375
29.0041147,88.9609375
29.0196439,88.97265625
29.0201301,88.97265625
29.0203371,88.97265625
29.0205509,88.97265625
29.0208092,88.97265625
29.0210606,88.97265625
29.0213498,88.97265625
29.0216471,88.97265625
29.0219033,88.97265625
29.0221024,88.97265625
29.0376528,88.98046875
29.0378885,88.98046875
29.0381687,88.98046875
29.039312,88.98046875
29.0396178,88.98046875
29.0398662,88.98046875
29.0400948,88.98046875
29.0403282,88.98046875
29.0405187,88.98046875
29.0407183,88.984375
29.0565642,88.9921875
29.0568379,88.9921875
29.0570611,88.9921875
29.0572603,88.9921875
29.0574692,88.9921875
29.0576766,88.9921875
29.0578883,88.9921875
29.0580843,88.9921875
29.0582815,88.9921875
29.058472,88.9921875
29.074146,89.0
29.0744267,89.0
29.0746499,89.0
29.07485,89.0
29.0750402,89.0
29.0752529,89.0
29.0754572,89.0
29.0756616,89.0
29.0758507,89.0
29.0760605,89.0
29.0918155,89.0078125
29.0920772,89.0078125
29.092313,89.0078125
29.092512,89.0078125
29.0927138,89.0078125
29.0929343,89.0078125
29.0931535,89.0078125
29.0933747,89.0078125
29.0935856,89.0078125
29.0941649,89.0078125
29.1124583,89.015625
29.1127274,89.015625
29.1131538,89.015625
29.1136875,89.015625
29.1141637,89.015625
29.1145805,89.01953125
29.1149786,89.01953125
29.1153355,89.01953125
29.1157094,89.01953125
29.1161658,89.01953125
29.1420618,89.02734375
29.1424295,89.02734375
29.1427655,89.02734375
29.1432738,89.02734375
29.1436855,89.02734375
29.1440949,89.02734375
29.1444655,89.02734375
29.1448181,89.02734375
29.1453049,89.02734375
29.145755,89.02734375
29.1658076,89.03515625
29.1660232,89.03515625
29.1662332,89.03515625
29.1664558,89.03515625
29.1667619,89.03515625
29.1670098,89.03515625
29.1672159,89.03515625
29.1674223,89.03515625
29.1676329,89.03515625
29.1678304,89.03515625
29.1878375,89.0390625
29.1882601,89.04296875
29.1885067,89.04296875
29.188713,89.04296875
29.1889316,89.04296875
29.1891729,89.04296875
29.1893799,89.04296875
29.1895811,89.04296875
29.1897797,89.04296875
29.1901868,89.04296875
29.2082241,89.046875
29.2084499,89.046875
29.2086852,89.046875
29.2089324,89.046875
29.2091501,89.046875
29.2093961,89.046875
29.2096163,89.046875
29.209829,89.05078125
29.2101983,89.05078125
29.2105046,89.05078125
29.2298571,89.0546875
29.2301005,89.0546875
29.2303252,89.0546875
29.2305673,89.0546875
29.2308572,89.0546875
29.2311117,89.0546875
29.2313339,89.0546875
29.2315546,89.0546875
29.2317745,89.0546875
29.2319624,89.0546875
29.2492378,89.0625
29.2494659,89.0625
29.2496762,89.0625
29.2498975,89.0625
29.2501675,89.0625
29.2504117,89.0625
29.2506329,89.0625
29.2508429,89.0625
29.2511796,89.0625
29.251409,89.0625
29.2718687,89.0703125
29.2720762,89.0703125
29.2722689,89.0703125
29.2724673,89.0703125
29.272766,89.0703125
29.2730097,89.0703125
29.2732108,89.0703125
29.2734108,89.0703125
29.2736077,89.0703125
29.2738018,89.0703125
29.2893125,89.07421875
29.2905394,89.07421875
29.2907897,89.07421875
29.2909996,89.07421875
29.2912029,89.07421875
29.2914036,89.07421875
29.2916038,89.07421875
29.2917975,89.07421875
29.2919995,89.07421875
29.2923066,89.07421875
29.3094792,89.08203125
29.3098004,89.08203125
29.3100161,89.08203125
29.310411,89.08203125
29.3108662,89.08203125
29.3112896,89.08203125
29.3116996,89.08203125
29.3121183,89.08203125
29.3126187,89.08203125
29.3130584,89.08203125
29.3382322,89.0859375
29.3386413,89.0859375
29.3390108,89.0859375
29.3395002,89.0859375
29.33989,89.0859375
29.3401498,89.08984375
29.3403573,89.08984375
29.340569,89.08984375
29.3407797,89.08984375
29.3409845,89.08984375
29.3587516,89.09375
29.3589558,89.09375
29.3592645,89.09375
29.3595205,89.09375
29.3597503,89.09375
29.359998,89.09375
29.3602662,89.09375
29.3604876,89.09375
29.3607538,89.09375
29.3611843,89.09375
29.381109,89.09765625
29.3813201,89.09765625
29.3816016,89.09765625
29.3818751,89.09765625
29.3821136,89.09765625
29.3823227,89.09765625
29.3825852,89.09765625
29.382783,89.09765625
29.3829892,89.09765625
29.3832199,89.09765625
29.3996156,89.10546875
29.3998161,89.10546875
29.400019,89.10546875
29.4002574,89.10546875
29.4004608,89.10546875
29.4006594,89.10546875
29.4008504,89.10546875
29.401047,89.10546875
29.4013982,89.10546875
29.4017397,89.10546875
29.4207086,89.109375
29.4209763,89.109375
29.4211808,89.109375
